asin,title,price,cat_label,categories,description,imUrl
B00BNVYQDW,Quartz Movement Analog Sporty Watch with Faux Leather Strap,18.0,Watches,"['Clothing, Shoes & Jewelry', 'Girls', 'Watches', 'Wrist Watches']","Faux leather strap
Perfect for everyday wear
Water-resistant for daily life water exposure
Please keep the watch away from high pressure water flow
General Specs	&#x3000;
Model	9423
Type	Sporty watch
Movement 	Quartz movement 
Display Type	Analog
Dial Cover	Tempered glass
Case Material	Alloy
Strap Material	Faux leather
Dial Diameter	6 cm
Strap Length	28 cm
Strap Width	2.5 cm
Package Details
Weight: 93.09 g 
Size: 28.00*6.00*1.00 cm
Package Includes
* Watch",http://ecx.images-amazon.com/images/I/319K0TO9hFL.jpg
B001FA0DRO,Cross Autocross AC192-9 Men's Money Wallet Collection Folded ID Card Case (Brown),16.95,Men Clothing,"['Clothing, Shoes & Jewelry', 'Men', 'Accessories', 'Wallets, Card Cases & Money Organizers', 'Wallets']","Cross New Men&#x2019;s Folded ID Card Case: Includes mini pen with integrated loop, ID window, two card slots, gusseted business card compartment, 8.5cm x 10.5cm x 1.5cm; 3.25 inches x 4 1/8 x 5/8 inch",http://ecx.images-amazon.com/images/I/51IxiXqMGoL._SY300_.jpg
B00G6SEWYK,Michigan Wolverines Performance Zip Jacket,49.99,Men Clothing,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Active', 'Track & Active Jackets']",Stay warm this football season with a University of Michigan performance jacket. Its soft material and sleek design make this a great addition to any Michigan Wolverines apparel collection. Features: -Bonded performance poly material -Smooth stylish finish -Full zip front -Pockets -High quality embroidered logo on left chest -Officially licensed Michigan Wolverines Jacket,http://ecx.images-amazon.com/images/I/41U0Yv7Ge8L._SY300_.jpg
B008ALE8H2,"Sloggers 260BK10 Womens Premium Clog, Black, No.10",29.33,Shoes,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Mules & Clogs']",This womens premium clog comes with a black sole and comfort insole. Available in black color. Available in #10 size.,http://ecx.images-amazon.com/images/I/31rJzcK3pOL._SX300_.jpg
B00B5SP3RG,"Honeywell Safety 6145-11 Ranger Rubber Insulated Mid Pac Men's Safety Boots with Steel Toe, Size-11, Red",121.9,Shoes,"['Clothing, Shoes & Jewelry', 'Men', 'Shoes', 'Boots']","The rugged durability of Rangers rubber safety boots offers valuable protection in all kinds of industrial settings. The steel toe construction and hard-wearing tread features are ideal for oil rig or mining applications. Full polymeric foam insulation. Heavy Trac Tread sole and heel. Flexible, hand-layered construction. Tough, comfortable fabric linings. Cushion insoles reduce fatigue. Ultra-composite shanks reinforce construction and support the arch. Steel toe meets ASTM F2413-05. Available in red color and size-11.",http://ecx.images-amazon.com/images/I/41GillMJMwL._SY300_.jpg
B002BXHXX6,"Shimano BR-M432L Acera V-Brake with S70C Brake Shoe (Black,)",13.13,Shoes,"['Clothing, Shoes & Jewelry', 'Men', 'Shoes', 'Athletic', 'Cycling']","Experience the power of Shimano v-brakes with these Acera units, 107mm brake arms for added clearance when using mudguards.",http://ecx.images-amazon.com/images/I/41t2X2Ga40L._SY300_.jpg
B003ZWNVW4,PMC(TM) Modular Velcro Patch Tactical Ball Cap by Hazard 4(R),19.98,Men Clothing,"['Clothing, Shoes & Jewelry', 'Men', 'Accessories', 'Hats & Caps', 'Baseball Caps']","A ball-cap pattern tactical hat with modular velcro panels front and back is custom cut to fit better than most, and made with the highest quality cotton twill. It has side loop-velcros which can also act as small flashlight holders and the Hazard 4(R) exclusive retainer-lanyard which can be clipped to one's collar. It can be removed in seconds and adjusted for length. It is invaluable for the active user to make sure the cap is not blown/knocked off on the run or in open top vehicles. It also omits a top-button so there is no pain when wearing ear protection. The button is replaced by a circular velcro patch for placing i.r. glint tape patterns - especially useful for overwatch partners to make a quick friend-foe i.d. from above.",http://ecx.images-amazon.com/images/I/31sc3CziTdL._SX300_.jpg
B00BFQ2JKW,Soleus GPS Draft Running Watch - SG200,98.95,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']","Since the beginning, Soleus has been dedicated to providing the most accurate, comfortable, and insight-driven running instruments on the market --- And now we are taking on cycling. Transpiring our core principles of providing simple, intuitive, easy to use functions, packaged in bold colors.At Soleus, we believe grabbing life by the handlebars applies to more than just your ride; it's a lifestyle. With our new GPS Draft we can help you make the most of every workout.Simple to use, GPS Draft houses a high sensitivity GPS receiver that allows you to track your journey alongside a USB data upload cable that allows you to easily upload to your workouts.30 ride files storage, current/average/max speed calculations, auto calendar, and 5 programmable alarms make sure you never forget where you have been. While water-resistance and EL backlight with night mode make sure you get there.The Soleus Draft GPS is compatible with Strava",http://ecx.images-amazon.com/images/I/41KNJbc-KaL._SX300_.jpg
B005DRU118,Jeremiah 29:11- two tone blue/gold finish Stainless Steel Spinner Ring size 10,5.29,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Jewelry', 'Religious']",Blue & Gold Stainless Steel Spinner Ring - Jeremiah 29:11,http://ecx.images-amazon.com/images/I/41pLqxNjL0L._SX300_.jpg
B0050JKBTG,Hot Chillys Women's Waffle Scoop Top,12.0,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Petite', 'Active', 'Active Base Layers', 'Tops']","We engineer our Waffle XLS products with soft MTF microfiber yarns combined with \Chilly\"" seasonings and Bio Del Mar&#x2122; natural protection to bring you comfort, excellent moisture management, odor control, and above all warmth. Knitted in a 3D high/low pattern, our exclusive Waffle XLS excels as a performance garment.""",http://ecx.images-amazon.com/images/I/51jBtSN9vAL._SY300_.jpg
B00FJ2WY0I,ZPS Fashion Lace Tassel Sheer Burntout Floral Print Triangle Mantilla Scarf Shawl (Purple),2.79,Watches,"['Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches']","Package Content:1XFashion Lace Tassel Sheer Burntout Floral Print Triangle Mantilla Scarf Shawl(Without Retail Packaging)Please note:ZPS(TM) is a registered trademark and the only authorized seller of ZPS branded products.ZPS provide you various kinds of great products at the lowest possible prices, welcome to our store and get what you want !!!ZPS highly appriciate all customers' opinions to improve the selling ,also if anything you unsatisfied, pls contact our customer service department for probable best solution.",http://ecx.images-amazon.com/images/I/51EAp3Fs5cL._SY300_.jpg
B001C5K9NA,"Zan Headgear Flydanna Headwrap , Distinct Name: Woodland Camo, Primary Color: Green, Gender: Mens/Unisex, Size: OSFM Z118C",6.65,Men Clothing,"['Clothing, Shoes & Jewelry', 'Men', 'Accessories', 'Hats & Caps']",Distinct Name: Woodland CamoPrimary Color: GreenGender: Mens/UnisexSize: OSFMMade of 100% cotton fabricFashioned into a six-paneled skull capTail on the back to slide easily onto headTies at the base of the neckKeeps rider cooler in the summer and warmer in the winterOne size fits most,http://ecx.images-amazon.com/images/I/41ZRNDvr5IL._SX300_.jpg
B004R8X7D8,"Yoga Sandals, Comfys, Black Panther, Large (8 - 9 1/2), 1 Pair",36.95,Shoes,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Sandals']",Soft short nap non-peeling polyester upper with cushion foot bed. Wide foot strap for comfort and support. Fabric covered toe separators. Slip resistant indoor / outdoor soles. Comfys are the ultimate pedicure slippers. Length&#0058; 10-1/2&quot;. One pair.,http://ecx.images-amazon.com/images/I/314AUAE098L._SY300_.jpg
B003A58IYC,Watchover Voodoo LOVE COURIER Doll Keychain,6.99,Men Clothing,"['Clothing, Shoes & Jewelry', 'Men', 'Accessories', 'Keyrings & Keychains']","Watchover Voodoo is for fun and if by keeping one of these dolls with you helps with any aspect of your life, then it is a good thing.",http://ecx.images-amazon.com/images/I/41Kec6jAh8L._SY300_.jpg
B00120I1VC,"Sheer Crotchless Pantyhose. 1726 (Black,one Size)",5.25,Women Clothing,"['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Exotic Apparel', 'Women', 'Hosiery']","Sheer Crotchless Pantyhose (One Size, Black)",http://ecx.images-amazon.com/images/I/41lkqh2whmL._SY300_.jpg
B00931WT3S,Fixgear Mens Womens Tights Compression Spandex Skin Base Layer Pants Black S~4XL,32.99,Women Clothing,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Active', 'Active Leggings']",Fixgear Athletic Apparel latest Elite range of performance compression tight Garments.,http://ecx.images-amazon.com/images/I/41TJJejrapL._SY300_.jpg
B003AQ4MX2,NIKE NIKE FEATHER LIGHT HAT TENNIS Style# 595510 MENS,34.88,Shoes,"['Clothing, Shoes & Jewelry', 'Men', 'Shoes', 'Fashion Sneakers']","NIKE FEATHER LIGHT CAP Light as a feather, this stylish cap is built for the summer sports notably running, golf, outdoor walking, cycling and many more. It's not just a good looking cap, it features great breathability through the dri-fit fabric which help wick sweat away from your head. Also featuring easy strap for adjustable fit for your head making it more comfortable during training.",http://ecx.images-amazon.com/images/I/31ncdNCUS8L._SX300_.jpg
B001D3LXL8,Nose Witch Woochie,9.7,Women Clothing,"['Clothing, Shoes & Jewelry', 'Novelty, Costumes & More', 'Costumes & Accessories', 'More Accessories', 'Women']",Carefully molded from the finest latex to give the best fit. Add small amount of latex or spirit gum for easy fit. Very realistic.,http://ecx.images-amazon.com/images/I/417OnFxW9tL._SY300_.jpg
B00CZO562G,Monterey Club Men's Cardigan Cable Sweater Vest #1953,29.95,Men Clothing,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Active', 'Active Shirts & Tees']",Monterey Club Men's Cardigan Cable Sweater Vest #1953,http://ecx.images-amazon.com/images/I/41olCxKu3VL._SY300_.jpg
B000051SEP,"Suunto X-Lander Wrist-Top Computer Watch with Altimeter, Barometer, Compass, and Chronograph",329.0,Watches,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']","The ultimate option for the outdoor enthusiast, the silver Suunto X-Lander wrist-top computer offers an accurate altimeter, a complete barometer, a precise electronic compass, and a multifunction sports watch in a single elegant package. Regardless of your excursion--whether it's climbing mountains, riding a muddy bike track, or skiing off piste--you need accurate, real-time information about your surroundings to pull off a successful trip. The X-Lander contributes by not only providing important data, but also keeping track of your activities so you can make rational decisions at key moments. In addition, the watch is user-friendly and solidly built, with a non-allergenic aluminum casing, a carbon-fiber back, a durable mineral crystal glass, and a water-resistant fabric strap.The built-in altimeter, which boasts a range of up to 29,500 feet, puts all 14 of the world's 8,000-plus-meter summits within the avid climber's range. Among the altimeter's functions are an altitude measurement function that lets you follow the vertical progress between stages, an automatic 24-hour memory that stores the altitude and ascent/decent rate for every hour, and an adjustable altitude alarm. Climbers will also dig the logbook function, which lets you record total and cumulative vertical ascents and descents as well as the number of runs skied.The X-Lander also displays the current barometric pressure and temperature--a must for activities in which weather plays a factor. The device automatically records barometric data for the previous four days, with the first six hours manifested in one-hour intervals and the rest in six-hour intervals. When the reference altitude is set correctly, the instrument also displays the present sea level pressure, which makes it easier to read and understand the barometric pressure at high altitudes.And few things are more important when exploring unfamiliar territory than a compass. The X-Lander's electronic compass contributes by guiding you with cardinal or half- cardinal points and a North-South arrow. The compass can also be set to track a certain bearing, which helps you follow a chosen direction. Meanwhile, the unit's declination adjustment function allows you to correct the difference between true North and magnetic North.In addition to the variety of outdoor functions, the X-Lander also displays normal time, with such add-ons as three daily alarms, a calendar programmed to the year 2089, a stopwatch with split-time measurement, and a countdown timer. Other features include a durable negative LCD display, a user-replaceable battery, and water-resistance to 100 feet. The X-Lander is backed by a two-year warranty on parts and labor.What's in the Box?X-Lander wrist-top computer, battery, user's manual.",http://ecx.images-amazon.com/images/I/51RpfJIscTL._SY300_.jpg
